pl,sg,broad_category,category,synset
batteries,battery,noun.group,noun.group.unit,battery.n.01
intercepts,intercept,noun.cognition,noun.cognition.idea,intercept.n.01
professors,professor,noun.person,noun.person.adult,professor.n.01
expenditures,expenditure,noun.possession,noun.possession.transferred_property,outgo.n.01
heros,hero,noun.person,noun.person.leader,hero.n.01
peoples,people,noun.group,noun.group,people.n.01
metaphors,metaphor,noun.communication,noun.communication.expressive_style,metaphor.n.01
exaggerations,exaggeration,noun.communication,noun.communication.expressive_style,hyperbole.n.01
pickups,pickup,noun.artifact,noun.artifact.conveyance,pickup.n.01
variables,variable,noun.object,noun.object,variable.n.01
jolts,jolt,noun.event,noun.event.contact,jolt.n.01
nds,nd,noun.substance,noun.substance.chemical_element,neodymium.n.01
sentiments,sentiment,noun.feeling,noun.feeling,sentiment.n.01
heartbreaks,heartbreak,noun.feeling,noun.feeling,grief.n.01
detours,detour,noun.artifact,noun.artifact.way,detour.n.01
yellows,yellow,noun.attribute,noun.attribute.visual_property,yellow.n.01
ohs,oh,noun.location,noun.location,ohio.n.01
crampons,crampon,noun.artifact,noun.artifact.tool,crampon.n.01
golfers,golfer,noun.person,noun.person.contestant,golfer.n.01
putts,putt,noun.act,noun.act.motion,putt.n.01
referees,referee,noun.person,noun.person.adjudicator,referee.n.01
mascots,mascot,noun.person,noun.person,mascot.n.01
shrubs,shrub,noun.plant,noun.plant,shrub.n.01
misdemeanors,misdemeanor,noun.act,noun.act.wrongdoing,misdemeanor.n.01
influences,influence,noun.attribute,noun.attribute.power,influence.n.01
arraignments,arraignment,noun.communication,noun.communication.document,arraignment.n.01
confidants,confidant,noun.person,noun.person.friend,confidant.n.01
juries,jury,noun.group,noun.group.body,jury.n.01
vandals,vandal,noun.person,noun.person.bad_person,vandal.n.01
canines,canine,noun.body,noun.body.tissue,canine.n.01
taxis,taxi,noun.artifact,noun.artifact.conveyance,cab.n.03
tankers,tanker,noun.artifact,noun.artifact.conveyance,oil_tanker.n.01
moths,moth,noun.animal,noun.animal.arthropod,moth.n.01
ramps,ramp,noun.artifact,noun.artifact.mechanism,ramp.n.01
martyrs,martyr,noun.person,noun.person.unfortunate,martyr.n.01
beheadings,beheading,noun.act,noun.act.social_control,decapitation.n.01
crucifixions,crucifixion,noun.act,noun.act.social_control,crucifixion.n.01
geneticists,geneticist,noun.person,noun.person.scientist,geneticist.n.01
certificates,certificate,noun.communication,noun.communication.document,certificate.n.01
repercussions,repercussion,noun.phenomenon,noun.phenomenon.consequence,repercussion.n.01
abstractions,abstraction,noun.cognition,noun.cognition.idea,abstraction.n.01
probabilities,probability,noun.attribute,noun.attribute,probability.n.01
bolls,boll,noun.plant,noun.plant.covering,boll.n.01
subscriptions,subscription,noun.possession,noun.possession.transferred_property,subscription.n.01
teleprompters,teleprompter,noun.artifact,noun.artifact,teleprompter.n.01
supernovas,supernova,noun.object,noun.object.celestial_body,supernova.n.01
rooftops,rooftop,noun.location,noun.location.region,rooftop.n.01
officeholders,officeholder,noun.person,noun.person.skilled_worker,officeholder.n.01
missteps,misstep,noun.act,noun.act.nonaccomplishment,trip.n.07
exhibits,exhibit,noun.communication,noun.communication.information,exhibit.n.01
lizards,lizard,noun.animal,noun.animal.reptile,lizard.n.01
productions,production,noun.act,noun.act,production.n.01
cowards,coward,noun.person,noun.person,coward.n.01
hoosiers,hoosier,noun.person,noun.person.inhabitant,indianan.n.01
stragglers,straggler,noun.person,noun.person.nonworker,straggler.n.01
abilities,ability,noun.attribute,noun.attribute,ability.n.01
instabilities,instability,noun.state,noun.state.disorder,instability.n.01
explorers,explorer,noun.person,noun.person,explorer.n.01
cranes,crane,noun.person,noun.person,crane.n.01
silos,silo,noun.artifact,noun.artifact.tower,silo.n.01
makeovers,makeover,noun.act,noun.act.change_of_state,makeover.n.01
critters,critter,noun.animal,noun.animal,critter.n.01
walkabouts,walkabout,noun.act,noun.act.motion,walkabout.n.01
footers,footer,noun.quantity,noun.quantity.linear_unit,footer.n.01
grizzlies,grizzly,noun.animal,noun.animal.carnivore,grizzly.n.01
treaties,treaty,noun.communication,noun.communication.document,treaty.n.01
launches,launch,noun.artifact,noun.artifact.conveyance,launch.n.01
launchers,launcher,noun.artifact,noun.artifact.weaponry,launcher.n.01
pacts,pact,noun.communication,noun.communication.document,treaty.n.01
electrodes,electrode,noun.artifact,noun.artifact.conductor,electrode.n.01
paraplegics,paraplegic,noun.person,noun.person,paraplegic.n.01
bloods,blood,noun.body,noun.body.body_substance,blood.n.01
mains,main,noun.object,noun.object.body_of_water,main.n.01
altitudes,altitude,noun.attribute,noun.attribute.position,altitude.n.01
banquets,banquet,noun.group,noun.group.gathering,banquet.n.01
ensembles,ensemble,noun.group,noun.group,ensemble.n.01
orchestras,orchestra,noun.group,noun.group,orchestra.n.01
melodies,melody,noun.communication,noun.communication.auditory_communication,tune.n.01
synthesizers,synthesizer,noun.person,noun.person.intellectual,synthesist.n.01
pianos,piano,noun.artifact,noun.artifact.musical_instrument,piano.n.01
rhythms,rhythm,noun.communication,noun.communication,rhythm.n.01
collaborators,collaborator,noun.person,noun.person.bad_person,confederate.n.02
dorms,dorm,noun.artifact,noun.artifact.housing,dormitory.n.01
cents,cent,noun.quantity,noun.quantity.monetary_unit,cent.n.01
naps,nap,noun.time,noun.time,sleep.n.03
inequalities,inequality,noun.attribute,noun.attribute.difference,inequality.n.01
vampires,vampire,noun.person,noun.person.belief,vampire.n.01
trustees,trustee,noun.person,noun.person,trustee.n.01
tenets,tenet,noun.communication,noun.communication,dogma.n.01
minors,minor,noun.person,noun.person.juvenile,child.n.01
tryouts,tryout,noun.cognition,noun.cognition.process,trial.n.02
inquiries,inquiry,noun.cognition,noun.cognition.process,inquiry.n.01
vacancies,vacancy,noun.state,noun.state,vacancy.n.01
processes,process,noun.act,noun.act.procedure,procedure.n.01
encounters,encounter,noun.act,noun.act.conflict,brush.n.06
reeks,reek,noun.cognition,noun.cognition.process,malodor.n.01
improprieties,impropriety,noun.attribute,noun.attribute.trait,impropriety.n.01
fools,fool,noun.person,noun.person.simpleton,fool.n.01
curls,curl,noun.shape,noun.shape.round_shape,coil.n.02
appointees,appointee,noun.person,noun.person.skilled_worker,appointee.n.01
pharmacists,pharmacist,noun.person,noun.person.adult,pharmacist.n.01
grilles,grille,noun.artifact,noun.artifact.opening,wicket.n.04
commandos,commando,noun.person,noun.person.skilled_worker,commando.n.01
tornados,tornado,noun.phenomenon,noun.phenomenon.physical_phenomenon,tornado.n.01
staters,stater,noun.possession,noun.possession.system_of_measurement,stater.n.01
illnesses,illness,noun.state,noun.state,illness.n.01
snowplows,snowplow,noun.artifact,noun.artifact.conveyance,snowplow.n.01
drafts,draft,noun.possession,noun.possession.document,draft.n.01
swabs,swab,noun.artifact,noun.artifact,swab.n.01
extremities,extremity,noun.body,noun.body.external_body_part,extremity.n.01
approvals,approval,noun.act,noun.act.aid,blessing.n.01
vaults,vault,noun.artifact,noun.artifact.area,vault.n.01
breakdowns,breakdown,noun.act,noun.act.motion,dislocation.n.02
dispatchers,dispatcher,noun.person,noun.person.adjudicator,starter.n.03
substations,substation,noun.artifact,noun.artifact.facility,substation.n.01
manholes,manhole,noun.artifact,noun.artifact.opening,manhole.n.01
raptors,raptor,noun.animal,noun.animal.bird_of_prey,bird_of_prey.n.01
droves,drove,noun.group,noun.group.animal_group,drove.n.01
snowballs,snowball,noun.plant,noun.plant,snowball.n.01
inhibitors,inhibitor,noun.substance,noun.substance,inhibitor.n.01
fringes,fringe,noun.shape,noun.shape.line,periphery.n.01
ports,port,noun.location,noun.location.point,port.n.01
niceties,nicety,noun.attribute,noun.attribute,justness.n.01
militaries,military,noun.group,noun.group.force,military.n.01
kings,king,noun.person,noun.person.communicator,king.n.01
desires,desire,noun.feeling,noun.feeling,desire.n.01
auditions,audition,noun.cognition,noun.cognition.ability,hearing.n.06
parameters,parameter,noun.cognition,noun.cognition.idea,parameter.n.01
inferiors,inferior,noun.person,noun.person.follower,inferior.n.01
neurotransmitters,neurotransmitter,noun.substance,noun.substance,neurotransmitter.n.01
aspirates,aspirate,noun.communication,noun.communication.language_unit,aspirate.n.01
asterisks,asterisk,noun.communication,noun.communication.signal,asterisk.n.01
squads,squad,noun.group,noun.group.unit,squad.n.01
authorizations,authorization,noun.communication,noun.communication.document,mandate.n.01
gases,gas,noun.state,noun.state,gas.n.01
slumbers,slumber,noun.state,noun.state,sleep.n.01
kickoffs,kickoff,noun.act,noun.act.motion,kickoff.n.01
experiments,experiment,noun.act,noun.act.work,experiment.n.01
trojans,trojan,noun.person,noun.person.inhabitant,trojan.n.01
clinics,clinic,noun.group,noun.group.institution,clinic.n.01
notches,notch,noun.shape,noun.shape.solid,notch.n.01
impediments,impediment,noun.cognition,noun.cognition.cognitive_factor,hindrance.n.01
regimes,regime,noun.group,noun.group,government.n.01
mechanisms,mechanism,noun.process,noun.process.natural_process,mechanism.n.01
pathfinders,pathfinder,noun.person,noun.person.expert,scout.n.04
pranksters,prankster,noun.person,noun.person.unwelcome_person,prankster.n.01
nephews,nephew,noun.person,noun.person.relative,nephew.n.01
customs,custom,noun.act,noun.act,custom.n.01
multiples,multiple,noun.cognition,noun.cognition.idea,multiple.n.01
rbis,rbi,noun.act,noun.act.accomplishment,run_batted_in.n.01
mediums,medium,noun.communication,noun.communication.medium,medium.n.01
addictions,addiction,noun.state,noun.state,addiction.n.01
souvenirs,souvenir,noun.artifact,noun.artifact,keepsake.n.01
comforts,comfort,noun.state,noun.state,comfort.n.01
intimates,intimate,noun.person,noun.person.friend,confidant.n.01
squares,square,noun.shape,noun.shape.figure,square.n.01
tides,tide,noun.event,noun.event.periodic_event,tide.n.01
rents,rent,noun.possession,noun.possession.transferred_property,rent.n.01
suspensions,suspension,noun.substance,noun.substance.mixture,suspension.n.01
imports,import,noun.artifact,noun.artifact,import.n.01
sympathies,sympathy,noun.cognition,noun.cognition.attitude,sympathy.n.01
bans,ban,noun.communication,noun.communication.document,prohibition.n.02
temples,temple,noun.artifact,noun.artifact.building,temple.n.01
embers,ember,noun.object,noun.object.fragment,ember.n.01
horns,horn,noun.artifact,noun.artifact,horn.n.01
announcers,announcer,noun.person,noun.person.communicator,announcer.n.01
avenues,avenue,noun.act,noun.act.creation,avenue.n.01
dispensaries,dispensary,noun.artifact,noun.artifact.building,dispensary.n.01
tailgaters,tailgater,noun.person,noun.person.operator,tailgater.n.01
mens,men,noun.group,noun.group.force,work_force.n.01
reprisals,reprisal,noun.act,noun.act,reprisal.n.01
newsrooms,newsroom,noun.group,noun.group.force,newsroom.n.01
nationalities,nationality,noun.group,noun.group.people,nationality.n.01
modifications,modification,noun.act,noun.act,alteration.n.02
superbugs,superbug,noun.animal,noun.animal.microorganism,superbug.n.01
demonstrations,demonstration,noun.act,noun.act.diversion,presentation.n.02
plies,ply,noun.artifact,noun.artifact.line,ply.n.01
partitions,partition,noun.artifact,noun.artifact,partition.n.01
tallies,tally,noun.act,noun.act.accomplishment,run.n.01
matchups,matchup,noun.act,noun.act,match-up.n.01
marbles,marble,noun.substance,noun.substance.rock,marble.n.01
covers,cover,noun.artifact,noun.artifact,screen.n.04
cartoonists,cartoonist,noun.person,noun.person.creator,cartoonist.n.01
taboos,taboo,noun.cognition,noun.cognition.attitude,taboo.n.01
vents,vent,noun.artifact,noun.artifact.opening,vent.n.01
scrums,scrum,noun.act,noun.act.change_of_state,scrum.n.01
steaks,steak,noun.food,noun.food.meat,steak.n.01
whispers,whisper,noun.communication,noun.communication.auditory_communication,whisper.n.01
plumps,plump,noun.event,noun.event.sound,plump.n.01
histories,history,noun.time,noun.time,history.n.01
painters,painter,noun.person,noun.person.creator,painter.n.01
laborers,laborer,noun.person,noun.person.employee,laborer.n.01
historians,historian,noun.person,noun.person.intellectual,historian.n.01
inhabitants,inhabitant,noun.person,noun.person,inhabitant.n.01
collapses,collapse,noun.state,noun.state,collapse.n.01
prerogatives,prerogative,noun.attribute,noun.attribute,prerogative.n.01
fortunes,fortune,noun.phenomenon,noun.phenomenon,luck.n.02
understandings,understanding,noun.cognition,noun.cognition.process,understanding.n.01
measurers,measurer,noun.person,noun.person,measurer.n.01
ors,or,noun.location,noun.location,oregon.n.01
obsessions,obsession,noun.motive,noun.motive,compulsion.n.02
sitters,sitter,noun.person,noun.person,sitter.n.01
sitars,sitar,noun.artifact,noun.artifact.musical_instrument,sitar.n.01
silences,silence,noun.state,noun.state,silence.n.01
suppers,supper,noun.food,noun.food.nutriment,supper.n.01
subpoenas,subpoena,noun.communication,noun.communication.document,subpoena.n.01
lurches,lurch,noun.act,noun.act.motion,lurch.n.01
meteorologists,meteorologist,noun.person,noun.person.expert,meteorologist.n.01
undercurrents,undercurrent,noun.cognition,noun.cognition.idea,undertone.n.02
innuendos,innuendo,noun.communication,noun.communication.statement,insinuation.n.01
hairs,hair,noun.body,noun.body.covering,hair.n.01
markers,marker,noun.artifact,noun.artifact,marker.n.01
squabbles,squabble,noun.communication,noun.communication.speech_act,bicker.n.01
tractors,tractor,noun.artifact,noun.artifact.conveyance,tractor.n.01
medics,medic,noun.plant,noun.plant,medic.n.01
coalitions,coalition,noun.group,noun.group,alliance.n.03
tussles,tussle,noun.act,noun.act.conflict,hassle.n.02
exposures,exposure,noun.attribute,noun.attribute,exposure.n.01
livelihoods,livelihood,noun.possession,noun.possession.assets,support.n.06
wrongs,wrong,noun.attribute,noun.attribute.immorality,wrong.n.01
sods,sod,noun.object,noun.object.land,turf.n.01
trots,trot,noun.act,noun.act.motion,jog.n.02
pcs,pc,noun.artifact,noun.artifact.machine,personal_computer.n.01
printers,printer,noun.person,noun.person.skilled_worker,printer.n.01
acoustics,acoustic,noun.artifact,noun.artifact.medicine,acoustic.n.01
bribes,bribe,noun.possession,noun.possession.transferred_property,bribe.n.01
boulevards,boulevard,noun.artifact,noun.artifact.way,avenue.n.02
parishioners,parishioner,noun.person,noun.person.religious_person,parishioner.n.01
churchgoers,churchgoer,noun.person,noun.person.religious_person,churchgoer.n.01
viruses,virus,noun.animal,noun.animal.microorganism,virus.n.01
backyards,backyard,noun.artifact,noun.artifact.region,backyard.n.01
gyms,gym,noun.artifact,noun.artifact.facility,gymnasium.n.02
pups,pup,noun.animal,noun.animal.young,pup.n.01
nosebleeds,nosebleed,noun.state,noun.state.injury,nosebleed.n.01
tattoos,tattoo,noun.communication,noun.communication.signal,tattoo.n.01
containers,container,noun.artifact,noun.artifact,container.n.01
underwriters,underwriter,noun.person,noun.person.capitalist,investment_banker.n.01
adapters,adapter,noun.person,noun.person.creator,arranger.n.02
shortcomings,shortcoming,noun.attribute,noun.attribute.bad,defect.n.02
gees,gee,noun.quantity,noun.quantity,g.n.05
boobies,booby,noun.person,noun.person.simpleton,dumbbell.n.02
advancements,advancement,noun.communication,noun.communication.approval,promotion.n.03
snickers,snicker,noun.communication,noun.communication.auditory_communication,snicker.n.01
morons,moron,noun.person,noun.person.simpleton,idiot.n.01
fingernails,fingernail,noun.body,noun.body,fingernail.n.01
boroughs,borough,noun.location,noun.location.region,borough.n.01
booths,booth,noun.artifact,noun.artifact.furnishing,booth.n.01
